Years,Term,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2010,Spring,AIS,101,3,18,7,0,1,0,0,0,1,0,0,0,0,0,"Gilbert, Matthew"
2010,Spring,AIS,101,5,25,12,7,5,1,0,2,0,0,0,0,0,0,"Reese, Debbie"
2010,Spring,AIS,101,3,8,10,6,7,1,3,0,0,0,0,0,0,0,"Low, John"
2010,Spring,ANSC,250,0,76,0,0,60,0,0,13,0,0,6,0,2,1,"Fischer-Brown, Amy E"
2010,Spring,ANSC,306,2,49,3,2,7,1,0,0,0,0,0,0,1,0,"Kline, Kevin H"
2010,Spring,ANTH,102,5,12,5,10,10,9,6,2,3,0,7,0,3,0,"Runggaldier, Astrid"
2010,Spring,ANTH,102,0,1,4,10,10,4,3,5,8,0,4,0,5,0,"Polk, John D"
2010,Spring,ANTH,103,0,23,1,14,10,7,5,0,1,3,1,0,3,1,"Moodie, Ellen"
2010,Spring,ANTH,230,0,36,3,4,13,0,1,2,0,3,2,0,2,0,"Zovar, Joel E"
2010,Spring,ANTH,230,0,16,2,3,16,1,0,5,0,0,1,0,3,0,"Tan, Kok Kee"
2010,Spring,ANTH,270,5,13,6,9,9,5,7,3,2,3,1,0,0,2,"Spreng, Elizabeth A"
2010,Spring,ARCH,199,0,5,10,10,10,4,1,0,0,0,0,0,0,0,"Lapunzina, Alejandro"
2010,Spring,ARCH,199,78,13,0,3,6,0,0,2,0,0,1,0,7,0,"Mink, Barry L"
2010,Spring,ARCH,272,0,0,10,22,17,7,4,0,0,0,0,0,0,0,"Warren, Allison M"
2010,Spring,ARCH,352,1,6,6,13,8,3,2,1,0,0,0,0,0,0,"Uihlein, Marci S"
2010,Spring,ARCH,374,2,19,9,4,6,1,1,0,0,1,0,0,0,0,"Niermann, Matthew W"
2010,Spring,ARCH,374,0,6,7,12,10,4,1,0,0,0,0,0,0,0,"Lapunzina, Alejandro"
2010,Spring,ARTD,499,1,8,13,5,3,1,0,0,0,0,0,0,0,0,"Arends, Mark W"
2010,Spring,ARTF,104,0,5,5,3,6,2,0,0,0,0,0,0,0,0,"Hammie, Patrick E"
2010,Spring,ARTH,115,0,3,14,9,8,3,1,4,1,0,0,0,0,0,"O'Brien, David J"
2010,Spring,ASTR,100,0,82,0,0,59,0,0,14,0,0,1,0,1,1,"Myers, Adam"
2010,Spring,ATMS,100,33,286,55,57,50,11,7,5,0,1,4,0,3,3,"Dooley, Amanda L"
2010,Spring,ATMS,120,322,322,64,32,27,9,9,3,1,0,0,6,0,0,"Snodgrass, Eric R"
2010,Spring,ATMS,120,24,68,12,6,18,1,4,2,3,2,0,0,0,0,"Dooley, Amanda L"
2010,Spring,BADM,300,15,33,0,0,7,0,0,0,0,0,0,0,0,0,"Kindt, John W"
2010,Spring,BADM,311,3,12,28,19,10,4,2,0,0,0,0,0,0,0,"Gajendran, Ravi S"
2010,Spring,BADM,322,0,14,15,7,15,5,6,5,0,0,0,0,0,0,"Yuan, Hong"
2010,Spring,BADM,325,3,17,23,15,10,7,0,3,0,0,0,0,0,0,"Ilhan, Behice E"
2010,Spring,BADM,350,4,17,9,10,1,3,0,1,0,0,0,0,0,0,"Cho, Woo Je"
2010,Spring,BADM,350,6,29,33,15,8,0,1,0,0,0,0,0,0,0,"Subramanyam, Ramanath"
2010,Spring,BADM,374,4,13,10,5,9,7,2,5,2,2,2,0,1,0,"Engelbrecht-Wig, Richard"
2010,Spring,BADM,375,15,20,16,17,17,8,1,1,0,0,0,0,0,0,"Lim, Michael K"
2010,Spring,BADM,382,5,41,6,10,3,2,0,0,0,0,0,0,0,0,"Alexandre, Maria T"
2010,Spring,BADM,420,0,3,20,20,14,0,0,0,0,0,0,0,0,0,"Fang, Er"
2010,Spring,BADM,449,2,18,9,6,3,0,0,1,0,0,0,0,0,0,"Riley, Shawn M"
2010,Spring,BADM,449,6,24,7,3,1,0,0,0,0,0,0,0,0,0,"Martens Olivare, Maria A"
2010,Spring,BADM,449,6,13,5,3,1,2,0,1,0,0,0,0,0,0,"Echambadi, Rajagopal"
2010,Spring,BADM,449,1,44,21,8,6,2,0,0,0,0,0,0,0,0,"Fertig, Kevin"
2010,Spring,BADM,449,3,18,9,5,1,0,1,0,0,0,0,0,0,0,"Flores, Ricardo G"
2010,Spring,BADM,449,1,15,16,4,1,1,0,1,0,0,0,0,0,0,"Sears, Joshua B"
2010,Spring,BADM,449,6,11,11,3,3,0,0,2,1,0,0,0,0,0,"Tulegenova, Guzel"
2010,Spring,BADM,590,1,5,5,5,3,3,0,0,0,0,0,0,0,0,"Anand, Gopesh J"
2010,Spring,BADM,590,9,26,6,2,0,0,0,0,0,0,0,0,0,0,"Hoetker, Glenn"
2010,Spring,BADM,590,9,6,2,4,0,1,0,0,0,0,0,0,0,0,"Clougherty, Joseph A"
2010,Spring,BADM,590,5,25,12,0,0,1,0,0,0,0,0,0,0,0,"Clarke, John F"
2010,Spring,BADM,590,6,13,17,4,3,0,0,0,0,0,0,0,0,0,"Magelli, Paul J"
2010,Spring,BADM,590,7,10,7,13,6,0,0,0,0,0,0,0,0,0,"Lansing, Paul"
2010,Spring,BADM,590,3,35,4,1,0,0,0,0,0,0,0,0,0,0,"Agarwal-Tronett, Rajshree"
2010,Spring,BTW,250,0,19,4,1,0,0,0,0,0,0,0,0,0,0,"Gelston, Sara"
2010,Spring,BTW,250,2,7,6,3,4,0,0,0,0,0,0,0,0,0,"Slobodnik, Sydney J"
2010,Spring,BTW,250,0,14,6,1,0,0,0,0,0,0,0,0,1,0,"Somers, Max J"
2010,Spring,BTW,250,0,4,12,1,2,2,1,1,0,0,0,0,0,0,"Tanyavutti, Eric"
2010,Spring,BTW,250,0,21,37,10,1,0,0,0,0,0,0,0,0,0,"Kelly, Daniel"
2010,Spring,BTW,250,0,7,3,8,4,0,0,0,0,0,0,0,0,0,"McQuiston, Erin M"
2010,Spring,BTW,250,1,15,13,5,10,4,0,0,0,0,0,0,0,0,"Dickison, Carrie N"
2010,Spring,BTW,250,0,15,5,1,0,0,0,0,0,0,0,0,0,0,"Booth, Ashley E"
2010,Spring,BTW,250,2,29,17,6,8,3,0,2,1,0,1,0,1,1,"Sanders, John T"
2010,Spring,BTW,250,0,9,1,3,4,1,2,0,1,0,0,1,0,0,"Chandler, Erin D"
2010,Spring,BTW,250,0,22,11,6,3,1,1,0,2,0,1,0,1,0,"Pedroza, Paul"
2010,Spring,BTW,250,0,19,1,1,0,0,1,1,0,0,0,0,0,0,"Duda, Caroline C"
2010,Spring,BTW,250,0,6,6,4,3,3,0,0,0,0,0,0,0,0,"Vredenburg, Jason"
2010,Spring,BTW,250,4,10,4,2,1,0,0,0,0,0,0,0,0,0,"Sheets, Frank R"
2010,Spring,BTW,250,0,57,6,2,0,0,0,2,0,0,0,0,1,0,"Girard, Melissa"
2010,Spring,BTW,250,0,6,3,8,4,1,0,0,0,0,0,0,0,0,"Erickson, Bruce"
2010,Spring,BTW,261,0,33,2,0,8,0,0,0,0,0,0,0,1,0,"Grohens, Joseph"
2010,Spring,BTW,261,7,24,3,1,10,0,0,0,0,0,0,0,0,0,"Hechler, William D"
2010,Spring,CHEM,102,7,66,18,39,74,66,83,98,48,34,29,23,14,4,"Hummel, Thomas J"
2010,Spring,CHEM,102,1,30,15,32,43,33,30,46,28,13,15,10,2,3,"Whitteck, Erin L"
2010,Spring,CHEM,103,0,27,44,17,21,10,4,1,1,0,1,2,0,0,"Grych, Dave A"
2010,Spring,CHEM,103,0,11,18,10,13,2,2,1,0,0,0,1,0,1,"Wang, Yang"
2010,Spring,CHEM,103,0,13,21,14,22,5,2,5,0,0,0,3,4,0,"Li, Xuan"
2010,Spring,CHEM,103,0,38,40,16,10,5,2,3,1,0,0,0,1,0,"Endo, Matthew M"
2010,Spring,CHEM,103,0,31,55,51,22,7,1,8,2,0,0,4,0,1,"Xu, Lu"
2010,Spring,CHEM,103,0,38,30,18,15,9,1,2,3,0,2,2,2,0,"Rubin, Nicholas C"
2010,Spring,CHEM,103,1,39,38,25,14,4,2,1,1,0,0,0,0,1,"Rose, Thomas J"
2010,Spring,CHEM,104,11,84,59,72,99,63,104,49,41,11,22,2,20,5,"Decoste, Donald J"
2010,Spring,CHEM,104,10,44,79,36,107,53,50,36,36,25,5,8,4,3,"Yerkes, Christine T"
2010,Spring,CHEM,105,1,15,34,12,19,9,5,2,1,1,0,2,1,0,"Yang, Jie An"
2010,Spring,CHEM,105,3,28,57,14,35,6,12,5,1,3,1,5,2,2,"Li, Ying"
2010,Spring,CHEM,105,2,28,29,17,14,13,8,2,2,1,3,1,1,0,"Mishra, Tripta P"
2010,Spring,CHEM,105,7,29,38,23,14,6,2,2,1,1,1,0,1,0,"Zhang, Dawen"
2010,Spring,CHEM,105,2,25,37,15,21,3,3,0,0,2,2,0,0,0,"Wang, Wei"
2010,Spring,CHEM,105,2,44,54,27,31,14,7,4,2,2,1,5,2,1,"Tan, Li Huey"
2010,Spring,CHEM,105,6,30,37,12,14,7,9,1,0,1,0,0,1,0,"Huang, Jingyu"
2010,Spring,CHEM,105,3,15,38,24,11,5,7,3,2,2,0,1,0,0,"Wilkinson, Shawn L"
2010,Spring,CHEM,205,7,28,11,14,56,8,22,23,9,2,1,1,5,1,"Llewellyn, Nicholas"
2010,Spring,CHEM,233,11,43,32,54,82,64,59,62,27,9,7,2,4,1,"Kuykendall, Darrell W"
2010,Spring,CHEM,492,0,48,4,6,8,3,1,0,0,0,0,0,1,0,"Dunning, Thomas H"
2010,Spring,CHLH,100,10,42,20,12,5,3,2,1,1,1,1,0,0,0,"Mutyala, Bala V"
2010,Spring,CHLH,100,6,43,14,9,10,5,1,0,0,0,0,0,2,1,"Parrott, Emily K"
2010,Spring,CHLH,101,0,43,0,0,39,0,0,8,0,0,2,0,0,0,"Carroll, Margaret S"
2010,Spring,CHLH,101,0,37,40,32,21,26,6,1,8,1,0,0,0,1,"Glassner, Jorie A"
2010,Spring,CHLH,101,0,53,0,0,30,0,0,8,0,0,1,0,1,0,"Townsend, Runnell"
2010,Spring,CHLH,111,0,70,0,0,4,0,0,1,0,0,1,0,0,0,"Firkins, Carol H"
2010,Spring,CHLH,199,1,34,1,0,1,0,0,0,1,0,2,0,0,0,"Farner, Susan M"
2010,Spring,CHLH,199,23,6,13,5,2,3,3,2,2,0,0,0,2,0,"Scott, Jennifer A"
2010,Spring,CHLH,199,1,51,1,2,3,1,0,1,1,0,0,0,0,0,"Peterson, Elizabeth H"
2010,Spring,CHLH,206,38,97,58,20,59,23,15,22,7,8,14,3,8,2,"Hann, Lena"
2010,Spring,CHLH,206,15,9,11,5,2,1,0,1,0,0,1,0,0,1,"Samson, Jean M"
2010,Spring,CHLH,206,4,19,14,8,9,8,1,4,2,0,0,1,0,0,"Summerville, Brian S"
2010,Spring,CHLH,206,6,8,6,3,0,0,1,1,0,0,0,0,0,0,"Madsen, Alyssa L"
2010,Spring,CHLH,206,2,17,1,1,2,1,2,0,0,0,0,0,0,0,"Greene, Ryan M"
2010,Spring,CHLH,206,12,24,10,12,23,8,3,7,7,1,6,2,2,1,"Foster, Markisha J"
2010,Spring,CHLH,206,4,18,0,1,1,1,0,0,0,0,0,0,0,0,"Parrott, Emily K"
2010,Spring,CHLH,243,0,2,5,9,2,2,0,3,1,1,0,0,0,0,"Salentine, Benjamin A"
2010,Spring,CHLH,243,1,7,3,3,3,2,1,1,0,1,0,0,0,0,"Rhodes, Delmar"
2010,Spring,CHLH,243,0,22,29,21,47,26,6,18,2,4,2,0,2,0,"Foster, Markisha J"
2010,Spring,CHLH,243,0,3,4,7,5,2,0,0,0,0,0,0,0,0,"Boscolo, Marco S"
2010,Spring,CHLH,260,4,45,17,9,19,4,2,5,0,0,0,0,1,0,"Herrmann, Lynn"
2010,Spring,CHLH,260,0,15,8,1,4,2,2,4,1,0,0,0,0,0,"Osterbur, Elaina F"
2010,Spring,CHLH,304,16,33,14,6,1,1,2,1,0,0,0,0,0,0,"Nesbitt, Matthew L"
2010,Spring,CHLH,304,14,23,17,8,2,3,0,0,0,0,0,0,1,0,"Trask, Jeffrey T"
2010,Spring,CHLH,421,7,16,22,10,26,12,7,6,1,3,1,1,1,0,"Bronson-Lowe, Daniel L"
2010,Spring,CI,430,13,4,0,5,0,0,0,0,0,0,0,0,0,0,"Irving, Sonya E"
2010,Spring,CI,447,1,22,0,2,0,0,0,0,0,0,0,0,0,0,"Lewis, Alisha L"
2010,Spring,CI,476,2,15,8,2,0,0,0,0,0,0,0,0,0,0,"Bras, Heejeon K"
2010,Spring,CI,476,0,20,4,0,1,0,0,0,0,0,0,0,0,0,"MacGregor, Nancy A"
2010,Spring,CLCV,115,0,19,0,0,7,0,0,4,0,0,0,0,0,0,"Brown, Matthew M"
2010,Spring,CLCV,115,0,18,0,0,10,0,0,2,0,0,0,0,0,0,"Vitosky, Caitlin L"
2010,Spring,CLCV,115,0,43,0,0,14,0,0,0,0,0,0,0,1,0,"Tuttle, Anne E"
2010,Spring,CLCV,115,0,50,0,0,6,0,0,2,0,0,0,0,1,0,"Buckle, Jenny M"
2010,Spring,CLCV,115,0,33,0,0,40,0,0,7,0,0,1,0,0,0,"Abosso, Daniel H"
2010,Spring,CLCV,115,0,34,0,0,15,0,0,8,0,0,0,0,0,0,"Mount, Bryan E"
2010,Spring,CLCV,115,0,8,10,7,1,0,0,0,0,0,0,0,2,0,"Hubert, Ann M"
2010,Spring,CMN,101,1,10,14,6,4,1,2,1,3,0,1,0,3,0,"Varava, Kira A"
2010,Spring,CMN,101,1,15,13,9,5,1,1,0,0,2,0,0,0,0,"Nokes, Mary K"
2010,Spring,CMN,101,0,7,3,1,4,2,2,1,1,0,0,1,2,0,"Tjeerdsma, Timothy J"
2010,Spring,CMN,101,0,9,6,3,1,4,0,1,0,0,0,0,0,0,"Meyers, Krista J"
2010,Spring,CMN,101,0,10,19,6,13,1,1,1,0,0,0,0,0,0,"Cornell, Leslie M"
2010,Spring,CMN,101,8,15,11,6,1,4,0,1,0,0,0,0,0,0,"Romine, Jennifer E"
2010,Spring,CMN,101,1,22,9,3,2,5,1,0,2,0,0,0,1,0,"Shrikant, Natasha"
2010,Spring,CMN,101,0,7,8,5,1,0,0,0,0,0,0,0,1,0,"Holley, Kay B"
2010,Spring,CMN,101,0,15,13,4,12,3,0,1,0,0,0,0,0,0,"Lowe, Marissa E"
2010,Spring,CMN,101,0,17,4,1,2,0,0,1,0,0,0,0,0,0,"Chupp, Elizabeth L"
2010,Spring,CMN,101,0,4,9,5,0,1,0,2,0,0,0,0,0,0,"Cooper, Katherine"
2010,Spring,CMN,101,0,15,7,4,12,3,2,1,2,1,0,0,0,0,"Chan, Hannah"
2010,Spring,CMN,101,0,6,5,5,5,0,0,0,0,0,0,0,0,0,"Kimnach, Rachel L"
2010,Spring,CMN,101,1,12,7,2,1,1,0,0,1,0,0,0,0,0,"Young, Adam D"
2010,Spring,CMN,101,3,12,5,2,2,0,0,0,0,0,0,0,0,0,"Herren, Andrew D"
2010,Spring,CMN,101,0,18,16,6,3,0,0,1,0,0,0,0,1,0,"Chacko, Renee S"
2010,Spring,CMN,101,1,9,14,8,7,3,1,2,0,1,0,1,0,0,"Stryker, Allison"
2010,Spring,CMN,101,0,25,11,7,1,4,0,0,0,0,0,0,0,0,"Lavoie, Mark W"
2010,Spring,CMN,101,0,6,10,10,15,4,1,1,0,0,0,0,0,0,"Hough, Jaimalene J"
2010,Spring,CMN,101,0,16,11,9,4,5,1,0,0,1,0,0,0,0,"Simeziane, Sarah E"
2010,Spring,CMN,101,0,27,7,4,2,2,0,0,0,0,0,1,1,0,"Linick, Matt A"
2010,Spring,CMN,101,1,5,2,4,5,3,2,0,0,1,0,0,0,0,"Ruthstrom, Devin B"
2010,Spring,CMN,101,0,6,3,2,10,0,0,0,0,0,1,0,0,0,"McFadden, Patrick W"
2010,Spring,CMN,101,0,16,11,6,5,2,1,3,0,0,0,0,0,0,"McLawhorn, Donald E"
2010,Spring,CMN,112,0,21,11,9,1,1,1,0,0,0,0,0,0,0,"Chupp, Elizabeth L"
2010,Spring,CMN,112,0,4,13,1,5,0,0,0,0,0,0,0,0,0,"Ballivian, Jesus O"
2010,Spring,CMN,112,0,6,5,2,2,1,1,1,3,0,0,0,0,0,"Osterhout, Joanna P"
2010,Spring,CMN,112,0,41,0,0,2,0,0,0,0,0,0,0,0,0,"Djukpen, Richard"
2010,Spring,CMN,112,0,20,9,4,1,2,1,3,2,0,0,0,1,1,"Machungo, Francis G"
2010,Spring,CMN,112,0,15,0,0,4,0,0,1,0,0,1,0,0,0,"Quintero Ulloa, Claudia G"
2010,Spring,CMN,112,0,18,3,1,0,0,0,0,0,0,0,0,0,0,"Salvo, James M"
2010,Spring,CMN,112,0,29,4,11,1,0,0,0,0,0,0,0,0,0,"Larson, Daniel M"
2010,Spring,CMN,112,0,8,23,11,0,0,1,0,0,0,0,0,0,0,"Martinez, Jermaine"
2010,Spring,CMN,112,0,11,5,2,2,1,0,0,0,0,0,0,0,0,"Boone, George W"
2010,Spring,CMN,112,0,10,7,3,1,1,0,0,0,0,0,0,0,0,"Daphtary, Ravina R"
2010,Spring,CMN,112,0,6,7,2,4,2,0,1,0,0,0,0,0,0,"Caudle, Courtney A"
2010,Spring,CMN,112,0,9,9,3,1,0,0,0,0,0,0,0,0,0,"McCoy, Kelsey J"
2010,Spring,CMN,211,1,11,8,6,4,0,0,0,0,0,0,0,0,0,"Kosovski, Megan C"
2010,Spring,CMN,211,0,11,7,6,2,0,0,1,1,0,0,0,0,0,"Costello, Thomas J"
2010,Spring,CMN,211,5,13,5,8,8,5,4,2,1,0,2,0,1,0,"Garcia, Mattea A"
2010,Spring,CMN,220,1,18,8,6,4,4,3,0,1,0,0,0,0,0,"Niesen, Molly"
2010,Spring,CMN,220,0,5,6,3,5,3,2,0,0,0,0,0,0,0,"Josey, Christopher S"
2010,Spring,CMN,260,2,16,12,12,7,4,3,0,0,1,1,0,1,1,"Brown, Laura"
2010,Spring,CMN,275,1,21,5,4,10,6,4,0,0,1,0,0,2,0,"Dolber, Brian C"
2010,Spring,CMN,321,0,6,7,5,2,2,0,0,0,0,0,0,0,0,"Licciardello, Vincent N"
2010,Spring,CMN,321,0,9,7,7,8,4,5,0,2,0,1,0,2,0,"Tjeerdsma, Timothy J"
2010,Spring,CMN,323,0,20,11,9,5,1,0,0,0,0,0,0,0,0,"Hill, Ian E"
2010,Spring,CMN,323,0,5,14,7,7,5,3,3,0,0,0,0,1,0,"Watson, William H"
2010,Spring,CMN,323,3,19,10,5,2,2,0,0,1,0,0,0,2,0,"Marsh, Sabrina N"
2010,Spring,CMN,336,0,8,6,4,8,7,9,7,3,2,1,1,3,0,"Mikucki, Sylvia"
2010,Spring,CMN,496,8,24,5,6,10,3,3,6,0,1,2,1,1,0,"Grill, Lauren H"
2010,Spring,CMN,496,2,7,4,6,2,4,3,1,0,2,0,0,0,0,"Wright, Trina J"
2010,Spring,CMN,496,0,15,8,5,15,4,1,7,0,1,2,1,1,0,"Jacobs, Curtis S"
2010,Spring,CPSC,112,1,9,4,7,3,8,7,5,4,2,1,0,4,0,"Stoller, Patricia A"
2010,Spring,CS,101,13,15,11,6,4,9,8,2,2,2,2,1,1,1,"Huang, Zu C"
2010,Spring,CS,101,9,13,11,18,6,9,2,6,1,3,0,0,0,0,"Bhasin, Rajesh"
2010,Spring,CS,101,15,11,23,9,6,6,1,1,4,1,0,0,2,0,"Gupta, Piyush"
2010,Spring,CS,101,8,11,9,14,7,9,3,3,2,2,0,0,2,1,"Su, Lu"
2010,Spring,CS,101,8,16,20,12,6,4,3,3,0,1,1,0,3,1,"Fister, Andrew E"
2010,Spring,CS,101,13,12,9,6,11,7,0,5,4,3,2,0,3,1,"Shifteh Far, Saeidreza"
2010,Spring,CS,105,2,9,11,15,11,6,8,3,7,2,3,1,3,0,"Zutshi, Aditya"
2010,Spring,CS,105,4,16,9,8,6,0,7,1,6,2,1,1,1,0,"Mitchell, Damion R"
2010,Spring,CS,105,9,11,11,7,13,6,7,3,6,2,2,0,0,0,"Charalambides, Minas"
2010,Spring,CS,105,8,20,15,9,6,3,5,5,4,1,3,1,1,0,"Chen, Yi-Shuan"
2010,Spring,CS,105,6,15,8,13,10,6,6,5,4,2,1,1,0,1,"Ved, Ankeeth S"
2010,Spring,CS,105,1,2,5,3,5,1,7,4,4,1,0,0,1,1,"Yuttanan, Boonrod"
2010,Spring,CS,105,8,15,11,10,10,3,1,3,2,2,0,1,1,0,"Saharan, Ankit"
2010,Spring,CS,105,1,11,1,1,5,3,1,1,0,1,1,1,0,0,"Bhagath, Aditya"
2010,Spring,CS,105,3,20,11,10,6,4,5,6,6,4,0,0,1,0,"Hsiao, Christopher R"
2010,Spring,CS,105,5,11,12,10,11,4,6,0,3,1,0,1,0,0,"Date, Chaitanya P"
2010,Spring,CS,125,5,5,4,1,2,2,1,1,3,2,0,1,1,0,"Somnath, Nisha"
2010,Spring,CS,125,6,16,9,11,2,7,8,4,2,1,0,0,0,1,"Nagaraja, Sharat"
2010,Spring,CS,173,3,0,3,2,4,4,4,4,0,2,2,0,0,1,"Pittman, Lance C"
2010,Spring,CS,173,0,8,5,3,5,4,6,8,5,3,3,2,0,1,"Li, Chen"
2010,Spring,CS,173,7,5,4,7,2,3,2,5,6,4,3,0,1,2,"Cook, Lucas T"
2010,Spring,CS,173,4,3,1,6,4,7,8,7,7,1,0,1,3,1,"Fanek, Samer R"
2010,Spring,CS,210,0,25,17,6,1,0,3,3,0,0,0,0,0,0,"Loui, Michael C"
2010,Spring,CS,225,0,5,2,1,2,1,1,5,0,0,5,0,1,0,"Singh, Varun K"
2010,Spring,CS,225,0,10,1,2,9,1,2,12,0,0,5,0,9,0,"Karahan, Ibrahim"
2010,Spring,CS,225,1,12,3,4,16,2,2,9,0,0,5,0,0,0,"Earls, John C"
2010,Spring,CS,232,8,7,2,3,12,0,3,3,0,0,1,0,0,0,"Sukumar, Pritam P"
2010,Spring,CS,232,4,7,3,3,13,4,2,1,2,0,0,0,1,0,"Guzman Rivera, Abner"
2010,Spring,CS,232,8,6,3,4,13,2,2,0,0,1,0,0,0,0,"Cunningham, Ryan M"
2010,Spring,CS,232,7,8,3,1,6,1,1,0,1,0,0,0,0,0,"Aggarwal, Arushi"
2010,Spring,CS,421,19,19,2,6,7,6,9,3,3,0,2,0,4,1,"Kamin, Samuel N"
2010,Spring,CS,428,5,17,12,5,5,4,1,0,0,0,0,0,1,0,"Marinov, Darko"
2010,Spring,CS,433,1,10,16,12,14,7,5,0,1,0,0,0,0,1,"Adve, Sarita V"
2010,Spring,DANC,105,16,7,4,1,1,0,0,0,0,0,0,0,0,0,"Goldman, Hope E"
2010,Spring,DANC,106,7,22,4,0,2,0,0,0,0,1,0,0,1,0,"Hutto, Joseph A"
2010,Spring,EALC,250,3,7,10,8,11,5,1,1,1,0,0,0,1,1,"Park, Yeon Joo"
2010,Spring,EALC,250,6,4,13,10,5,5,2,0,2,0,0,1,2,0,"Taylor, Kevin C"
2010,Spring,EALC,275,1,24,13,6,14,5,3,3,0,0,2,0,1,0,"E, Li"
2010,Spring,EALC,275,6,18,13,11,7,2,4,3,2,2,2,0,2,0,"Lai, Huang-Wen"
2010,Spring,ECE,110,7,15,22,11,14,6,5,6,3,1,0,0,3,1,"Brunet, Marie-Christine"
2010,Spring,ECE,110,3,13,18,12,13,11,9,11,6,3,1,1,3,0,"Frizzell, Leon A"
2010,Spring,ECE,190,4,16,9,8,11,9,14,8,6,7,1,1,8,5,"Kindratenko, Volodymyr"
2010,Spring,ECE,205,0,17,15,17,15,10,14,10,11,0,3,0,1,0,"Choi, Hyungsoo"
2010,Spring,ECE,206,3,74,19,7,21,6,0,5,1,0,0,0,3,0,"Zhang, Jianhua"
2010,Spring,ECE,210,1,14,7,5,7,5,10,14,10,0,3,1,0,2,"Basar, Tangul"
2010,Spring,ECE,210,2,6,7,9,13,6,8,15,16,2,3,1,1,1,"Beauchamp, James W"
2010,Spring,ECE,290,3,29,6,8,18,6,9,5,5,0,4,0,3,0,"Kalbarczyk, Zbigniew T"
2010,Spring,ECE,313,1,3,6,4,8,2,8,6,3,3,2,0,1,0,"Coleman, Todd P"
2010,Spring,ECE,313,1,4,2,2,14,4,4,8,4,3,3,0,0,1,"Hasegawa-Johnso, Mark A"
2010,Spring,ECE,313,1,3,0,1,3,0,0,8,5,3,0,0,1,0,"O'Brien, William D"
2010,Spring,ECE,316,0,20,16,7,2,0,0,0,0,0,0,0,0,1,"Hillmer, Philip M"
2010,Spring,ECE,329,9,7,4,7,5,6,4,7,5,4,5,0,4,1,"Kim, Kyekyoon"
2010,Spring,ECE,329,5,7,3,5,7,2,2,4,3,1,3,0,1,0,"Goddard, Lynford L"
2010,Spring,ECE,410,1,6,1,1,7,2,4,3,3,2,4,3,2,0,"Singer, Andrew C"
2010,Spring,ECE,430,1,4,1,1,14,5,1,10,4,2,3,0,1,1,"Davoudi, Ali"
2010,Spring,ECE,440,3,2,1,5,8,5,3,3,0,0,2,0,0,0,"Liu, Gang L"
2010,Spring,ECE,440,8,10,8,2,8,3,9,6,5,0,6,1,1,0,"Hsieh, Kuang-Chien"
2010,Spring,ECE,440,2,5,3,4,6,3,3,2,0,0,1,1,2,1,"Pop, Eric"
2010,Spring,ECE,444,1,7,3,10,1,2,0,3,0,0,0,0,0,0,"Li, Xiuling"
2010,Spring,ECE,450,8,10,2,6,6,1,2,1,1,0,0,0,0,0,"Eden, James G"
2010,Spring,ECON,102,0,42,0,0,43,0,0,22,0,0,6,0,1,1,"Sogo, Takeharu"
2010,Spring,ECON,102,0,20,0,0,52,0,0,35,0,0,5,0,1,1,"Sirohi, Rahul A"
2010,Spring,ECON,102,10,13,18,8,18,8,5,4,7,5,2,3,2,1,"Gu, Ran"
2010,Spring,ECON,102,7,17,17,10,25,13,4,6,4,2,0,2,1,0,"Agirdas, Cagdas"
2010,Spring,ECON,102,8,10,37,16,17,6,7,4,7,2,2,2,1,0,"Santos, Raul Antonio C"
2010,Spring,ECON,102,11,10,18,9,26,14,7,6,4,1,6,1,1,0,"Ay, Deniz"
2010,Spring,ECON,102,7,21,28,11,17,14,4,5,2,1,1,4,3,0,"Amiri Moghadam, Sadra"
2010,Spring,ECON,102,0,45,0,0,43,0,0,14,0,0,4,0,4,0,"de Mello, Euler P"
2010,Spring,ECON,102,0,30,0,0,20,0,0,9,0,0,7,0,3,1,"Mavridis, Christos"
2010,Spring,ECON,103,1,7,9,16,19,19,11,15,5,4,3,1,4,2,"Pollak, Micah R"
2010,Spring,ECON,103,1,6,3,3,1,6,3,1,1,0,0,0,3,1,"Dunick, Jason"
2010,Spring,ECON,103,2,10,16,14,20,5,17,7,8,3,6,1,5,1,"Fung, Juan F"
2010,Spring,ECON,103,0,22,0,0,22,0,0,30,0,0,16,0,12,5,"Ghosh, Meenakshi"
2010,Spring,ECON,103,0,7,18,14,20,14,10,16,3,3,3,0,3,0,"Deliberalli, Priscila P"
2010,Spring,ECON,103,0,16,0,0,13,0,0,12,0,0,6,0,7,3,"Yang, Jie"
2010,Spring,ECON,103,1,9,15,9,22,13,15,12,7,1,5,3,3,0,"Karimi, Seyed Mohammad"
2010,Spring,ECON,103,1,7,13,13,14,22,13,18,4,5,3,1,2,1,"Zhang, Zheng"
2010,Spring,ECON,103,1,36,0,0,32,0,0,15,0,0,12,0,12,4,"Liu, Zhiwei"
2010,Spring,ECON,202,9,20,9,2,23,10,9,4,6,4,1,0,0,1,"Xerez, Marcelo C"
2010,Spring,ECON,202,4,15,7,9,32,7,13,5,8,4,1,0,1,0,"Margot, Diego"
2010,Spring,ECON,202,7,17,9,9,30,6,10,5,1,3,1,1,1,0,"Atasoy, Hilal"
